video_id,title,channel,published_at,view_count,duration_sec,topic,tone,prosocial,risk
QsbD72RmUng,I’m a chef 👩🏻‍🍳 #shorts #couple #relationship,NickandCarrie,2025-01-10T12:53:45Z,14222882,63.0,,,0,0
rACl_dF3tg0,Watch till the end 😂 #shorts #funny,Bobby chourasiya,2024-06-09T14:46:44Z,105078300,53.0,,,0,0
tZbHoddjVy8,Ansh aur Bua ka Ladka 😂 #shorts #ansh #funny #family #sraoster,Mr.Sraoster,2025-06-06T08:59:09Z,16432540,32.0,,,0,0
fB4Gr4RXrBM,This or That Challenge part-2🤪😃😁#sharmilanirmalavlogs #shorts #sharmilageorge,Sharmila Nirmala vlogs,2023-10-29T11:00:07Z,5151915,24.0,,,0,0
gq0FZ2IiJKc,Rato ribbon bhaneko haina taa?😭🤣 #thapaisha #oibainioi #shorts #nepali #comedy #ishathapa #funny,Isha Thapa / Oi Baini Oi ,2025-04-03T13:11:22Z,3085324,19.0,,,0,0
N6U2e9T0XtQ,Acting Like My Kids After School...😅 #shorts,The CAN Family,2025-08-30T11:00:38Z,15041092,48.0,,,0,0
qBm2O4LvmNY,Momos wale ke bete ka admission 🤣 #shorts #teratrigun #comedyshorts #teacherstudentcomedy,Tera Trigun,2024-10-06T05:57:05Z,52585001,59.0,,,0,0
KZ8TWnWq6ak,Tom 🍓 Jerry (Soumya&Ammu)Real End Twist😍🎈#v5familyshow  #shorts #viralvideo,V5 Family Show,2025-12-23T14:23:10Z,10501186,61.0,,,0,0
CJ3xwHn1_7c,Kalyanam video paathu amma azhudhutanga🥹❤️ #ishqyouall #swv #tamil #youtube #shorts,Soundarya with varshini - tamil,2025-12-22T12:40:00Z,2876631,42.0,,,0,0
CtzovoU_-Sw,Life of a Youngest Child🥺😫#sharmilageorge #shorts,Sharmila George,2025-10-30T12:00:02Z,1620273,58.0,,,0,0
3n-RHxScVNw,Makeup Shoot 💄 #mariakhan #shorts @sadimgamerz @mukeem03,Maria Khan,2025-09-22T04:30:02Z,7509748,60.0,,,0,0
iPn4KnOvRqg,Happy Holi All❤️#shorts #holi #charanspy #comedy #trending,Charan Spy,2025-03-14T03:17:48Z,10822963,59.0,,,0,0
wwdOz6m4oqo,Dangerous Family 💀 | Sourav joshi vlogs | #shorts #viral #trending #edit #skull,Edit ex 0.9,2025-07-03T00:41:43Z,11127661,17.0,,,0,0
WIsDW9jV_t0,😲😲😲#video #funny #trend #youtube #youtubeshorts #shorts #short #shortvideo #tiktok #ytshorts,Good Arina,2025-12-25T05:53:27Z,5159,8.0,,,0,0
9OqFZISuCJc,Exams season 📚||part 10|| #itsmanaswini | #comedy #funny | #shorts,ItsManaswini,2025-04-20T03:30:05Z,19208832,54.0,,,0,0
QX-3phWXftM,Movie or Snacks 😂 #shorts #short #TrendingOnShorts,PULLOTHI,2023-12-05T12:38:57Z,6175481,25.0,,,0,0
JPOmDdwz6i0,Diana vs. Bahati Challenge #shorts #beingbahati #dianabahati,Celebrityupdate,2023-07-18T20:20:35Z,514381,16.0,,,0,0
Smrl9Ns21oM,Childhood Memories 😂  #comedy #comedyvideo #shorts #youtubeshorts #funny #funnyvideo,Azaz Vines,2024-11-05T14:00:23Z,8129594,32.0,,,0,0
5NTzPxbGSpw,Momos wala vs Ladki 🤣 #shorts #teratrigun #comedy #ytshorts #comedy #momoswala,Tera Trigun,2024-08-24T08:13:40Z,19017530,24.0,,,0,0
dH38t0znJk4,That one teacher on 15 August 😂 #shorts #viral #explorepage,Fiza khan Spn ,2025-08-15T09:01:51Z,38975844,50.0,,,0,0
dyMIo5G5l28,50000rs ka Scam #shorts #teratrigun #comedyvideos #ytshorts,Tera Trigun,2024-05-18T15:25:09Z,20632105,61.0,,,0,0
_D55g5hOQI8,kunali ne kya bola 😂 ll sourav joshi vlogs ll #shorts #youtubeshorts,kunali power shorts,2025-06-17T01:30:23Z,25792562,17.0,,,0,0
lU0mzosW_04,Does Dressing Nicer Get You Better Service?😱| Poor Vs Rich Girl’s Food Challenge #shorts,RIYA DEVANSHI,2025-07-02T06:17:57Z,24210086,58.0,,,0,0
xjGQbkuSTHs,BIGGEST OIL BARREL EVER! 😱🔥 #shorts #roblox #99nightintheforest,TROLLING AND GAMING,2025-10-09T17:40:00Z,35223050,13.0,,,0,0
Ieo7HWGHfWc,School teachers in summer 👩‍🏫 #shorts #ytshorts #sejalgabashorts #teacherlife,Sejal Gaba,2025-04-25T08:24:57Z,94109472,52.0,,,0,0
ze4Iiu4_GsY,Mene kuch galat bola? 😪 #maa #90skid #funny #comedyshorts #shorts #indianfamily #sleep,Manisha Swami,2024-04-30T05:53:51Z,1893931,23.0,,,0,0
tersfjP2-bc,Bart Loses His Tooth 🦷 #simpsons #shorts,TwinCoconuts,2025-09-30T22:59:32Z,14322087,50.0,,,0,0
YY9L62zauCo,Eating in classroom😂#shorts #comedy #shortsvideo,crazy boy rajashekhar,2024-02-17T11:54:07Z,9900902,48.0,,,0,0
yYvHXp6dep4,Samayra ko kon si Pencil ✏️ leni chahiye?🤔😱 #shorts #samayranarula #siblings,Samayra Narula Official,2025-06-27T13:25:57Z,23876134,19.0,,,0,0
7YMbJFoBBr4,Anshu ne Ansh ke sath 😂 #shorts #funny #bhaibehan #ansh #sraoster,Mr.Sraoster,2025-08-11T08:00:04Z,12269945,31.0,,,0,0
f2oTc0CLNaA,MY FIRST STARBUCKS CUP #shorts #explore #starbucks #fun #showoff  #friends #comedy #funny #coffee,Baccha Mat Bolna,2025-02-06T06:22:32Z,52897141,13.0,,,0,0
pEJFVhRGZHM,😎October Month Supremacy🔥 Holiday Atrocities😅 #shorts || Ammu Times,AMMU TIMES,2024-10-02T13:45:38Z,9669630,14.0,,,0,0
eFU-pZ6Ieuo,sejal gaba shorts | When You Have Short Height Wife 🫣 #shorts #youtubeshorts #explore,Trending Mahi,2025-09-03T05:45:01Z,11316175,23.0,,,0,0
8a41lbQ2JCU,CHEAP VS EXPENSIVE INSTANT FOOD #shorts,CaptoCrazy Shorts,2025-06-15T05:43:00Z,16338897,58.0,,,0,0
kXIKgPMeHmg,Annoying things every New Year 🙄😅 #shorts #funny #newyear2025,The Savage Siblings,2024-12-31T14:51:51Z,12170940,24.0,,,0,0
YZO9LqcfBMo,The End 😂😂 |Indian family #shorts #indian #chotabhai #school,PR PRESENTS,2025-06-02T14:29:02Z,33223394,34.0,,,0,0
gfJXrkZT2fo,School memories 🌟🤩🌟 #comedy #comedyvideo #shorts #youtubeshorts #funny #funnyvideo,Juneed Entertainment,2025-10-06T13:50:01Z,4679331,36.0,,,0,0
APC3C5QeQHY,Kolu ku return gifts vaangiyachu 🎁 😍 #ishqyouall #swv #tamil #youtube #shorts,Soundarya with varshini - tamil,2025-09-28T13:20:02Z,3236926,48.0,,,0,0
